2017-07-24T12:44:46-0400, 21, yellow, house of the flying daggers, colorado springs, suttons
2017-07-24T12:46:09-0400, 21, yellow, house of the flying daggers, colorado springs, sutton's
2017-07-24T12:53:06-0400, 21, yellow, house of the flying daggers, colorado springs, suttons
2017-07-24T12:54:18-0400, 36, Blue, Rear Window, Flint, MI, Imbibe
2017-07-24T12:55:52-0400, 23, red, chocolat, Boone, NC, Shanghai Dumpling
2017-07-25T12:18:21-0400, 24, blue, wild card, brooklyn, buns
2017-07-25T12:20:42-0400, 24, purple, Ted, brooklyn, buns
2017-07-25T12:23:02-0400, 24, blue, the incredibles, yancyville, sutton's
